product_id,title,description,category,brand,price,rating,num_reviews,specifications,major_category
182,Prestige Laundry 8272,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Prestige,122206,4.6,1916,{},Home
183,Tommy Hilfiger Bags 5498,High-quality bags with premium features and excellent performance.,Fashion>Bags,Tommy Hilfiger,3827,4.0,1690,{},Fashion
184,Prestige Storage 1510,Stylish and durable storage perfect for everyday use.,Home>Storage,Prestige,118244,3.7,533,{},Home
185,Crompton Cooling 7272,Premium cooling designed for comfort and style.,Home>Cooling,Crompton,1756,4.5,1993,{},Home
186,Calvin Klein Accessories 2259,Premium accessories designed for comfort and style.,Fashion>Accessories,Calvin Klein,22349,4.1,693,{},Fashion
187,Philips Cooling 2858,High-quality cooling with premium features and excellent performance.,Home>Cooling,Philips,21352,4.3,1920,{},Home
188,Bajaj Kitchen Appliances 5264,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Bajaj,14357,4.5,1055,{},Home
189,Xiaomi iPhone 15,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,Xiaomi,64315,4.8,1507,"{""display"": ""6.7-inch LCD"", ""processor"": ""Snapdragon 8 Gen 2"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""camera"": ""64MP Triple"", ""battery"": ""5126mAh""}",Electronics
190,Prestige Storage 6922,Premium storage designed for comfort and style.,Home>Storage,Prestige,8976,5.0,1672,{},Home
191,Nokia Inspiron Gaming,Premium laptops designed for comfort and style.,Electronics>Laptops,Nokia,3033,4.1,1518,"{""display"": ""15.6-inch QHD"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""8GB"", ""storage"": ""1TB SSD"", ""graphics"": ""Integrated""}",Electronics
192,Whirlpool Laundry 7730,Reliable laundry offering great value for money.,Home>Laundry,Whirlpool,1526,5.0,1365,{},Home
193,Nokia Audio 9476,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Nokia,23065,4.5,422,{},Electronics
194,Motorola Audio 1907,High-quality audio with premium features and excellent performance.,Electronics>Audio,Motorola,14965,3.7,710,{},Electronics
195,Crompton Furniture 9501,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,Crompton,2552,3.8,1178,{},Home
196,H&M Jacket,Premium apparel designed for comfort and style.,Fashion>Apparel,H&M,10609,4.5,1525,"{""type"": ""T-Shirt"", ""material"": ""Wool"", ""fit"": ""Slim"", ""color"": ""Green""}",Fashion
197,Bosch Cooling 1674,High-quality cooling with premium features and excellent performance.,Home>Cooling,Bosch,872,4.9,1629,{},Home
198,Philips Cooling 7825,Premium cooling designed for comfort and style.,Home>Cooling,Philips,4579,4.8,1167,{},Home
199,H&M Jewelry 8912,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,H&M,255941,4.2,1460,{},Fashion
200,Nokia ZenBook ,Reliable laptops offering great value for money.,Electronics>Laptops,Nokia,77260,3.7,808,"{""display"": ""14-inch QHD"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""8GB"", ""storage"": ""512TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",Electronics
201,Godrej Interio Lighting 6228,Stylish and durable lighting perfect for everyday use.,Home>Lighting,Godrej Interio,164236,3.9,557,{},Home
202,Samsung Realme 14,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Samsung,361493,4.8,1068,"{""display"": ""6.5-inch AMOLED"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""camera"": ""48MP Triple"", ""battery"": ""5020mAh""}",Electronics
203,Vivo Edge 15,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,Vivo,249814,4.3,1785,"{""display"": ""6.1-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""4GB"", ""storage"": ""64GB"", ""camera"": ""50MP Quad"", ""battery"": ""5223mAh""}",Electronics
204,Xiaomi Audio 5333,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Xiaomi,291856,3.6,154,{},Electronics
205,Philips Lighting 6939,Premium lighting designed for comfort and style.,Home>Lighting,Philips,34637,4.1,972,{},Home
206,Bosch Cooling 2946,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Bosch,3726,4.1,744,{},Home
207,Prestige Cooling 4261,Premium cooling designed for comfort and style.,Home>Cooling,Prestige,362184,3.6,129,{},Home
208,Oppo Cameras 8761,Premium cameras designed for comfort and style.,Electronics>Cameras,Oppo,178087,4.4,1105,{},Electronics
209,"LG 50"" OLED",Reliable televisions offering great value for money.,Electronics>Televisions,LG,69089,4.3,1093,{},Electronics
210,Bosch Laundry 5911,Reliable laundry offering great value for money.,Home>Laundry,Bosch,3517,4.0,274,{},Home
211,H&M Bags 1436,Premium bags designed for comfort and style.,Fashion>Bags,H&M,239214,5.0,1653,{},Fashion
212,Philips Lighting 1841,Premium lighting designed for comfort and style.,Home>Lighting,Philips,189397,4.3,1526,{},Home
213,Prestige Laundry 4968,High-quality laundry with premium features and excellent performance.,Home>Laundry,Prestige,2062,3.5,692,{},Home
214,Tommy Hilfiger Hoodie,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Tommy Hilfiger,21996,3.8,715,"{""type"": ""Dress"", ""material"": ""Wool"", ""fit"": ""Oversized"", ""color"": ""Black""}",Fashion
215,Whirlpool Laundry 7173,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Whirlpool,20062,4.9,751,{},Home
216,Bajaj Cooling 8932,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Bajaj,14142,4.3,510,{},Home
217,Zara Accessories 9011,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Zara,282873,4.3,1963,{},Fashion
218,Bajaj Cooling 2996,Premium cooling designed for comfort and style.,Home>Cooling,Bajaj,306848,4.7,1633,{},Home
219,"Samsung 50"" LED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Samsung,443918,3.9,1031,{},Electronics
220,Motorola ThinkPad Gaming,Stylish and durable laptops perfect for everyday use.,Electronics>Laptops,Motorola,12629,3.6,896,"{""display"": ""13.3-inch 4K"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""8GB"", ""storage"": ""256TB SSD"", ""graphics"": ""Integrated""}",Electronics
221,Calvin Klein Jewelry 2647,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Calvin Klein,1793,4.1,1964,{},Fashion
222,Zara Watches 5706,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Zara,32754,4.9,233,{},Fashion
223,Philips Lighting 9767,High-quality lighting with premium features and excellent performance.,Home>Lighting,Philips,18693,4.8,410,{},Home
224,Vivo Gaming 9116,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,Vivo,29910,3.5,1213,{},Electronics
225,Crompton Kitchen Appliances 5662,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Crompton,170359,4.8,1008,{},Home
226,Adidas Jeans,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Adidas,63669,4.4,1600,"{""type"": ""Dress"", ""material"": ""Denim"", ""fit"": ""Slim"", ""color"": ""Black""}",Fashion
227,LG ZenBook ,Premium laptops designed for comfort and style.,Electronics>Laptops,LG,20645,4.0,558,"{""display"": ""15.6-inch FHD"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""32GB"", ""storage"": ""256TB SSD"", ""graphics"": ""NVIDIA RTX 3050""}",Electronics
228,"Vivo 43"" 4K",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Vivo,64576,4.4,1223,{},Electronics
229,"Oppo 75"" OLED",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Oppo,4312,4.0,880,{},Electronics
230,Bajaj Lighting 2923,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Bajaj,53947,3.8,323,{},Home
231,Calvin Klein Hoodie,Premium apparel designed for comfort and style.,Fashion>Apparel,Calvin Klein,13108,4.5,1270,"{""type"": ""Jeans"", ""material"": ""Viscose"", ""fit"": ""Oversized"", ""color"": ""Green""}",Fashion
232,Nokia Wearables 9653,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Nokia,1419,3.6,1171,{},Electronics
233,Bosch Furniture 9792,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Bosch,15751,4.8,954,{},Home
234,OnePlus Cameras 9008,High-quality cameras with premium features and excellent performance.,Electronics>Cameras,OnePlus,129169,4.2,1101,{},Electronics
235,Fastrack Watches 1945,Premium watches designed for comfort and style.,Fashion>Watches,Fastrack,452724,4.7,1531,{},Fashion
236,Realme Audio 1049,Stylish and durable audio perfect for everyday use.,Electronics>Audio,Realme,871,4.1,1484,{},Electronics
237,Samsung Wearables 2130,Reliable wearables offering great value for money.,Electronics>Wearables,Samsung,2851,4.1,1624,{},Electronics
238,Vivo Gaming 7135,Reliable gaming offering great value for money.,Electronics>Gaming,Vivo,297916,4.1,1448,{},Electronics
239,Prestige Lighting 6697,High-quality lighting with premium features and excellent performance.,Home>Lighting,Prestige,22604,4.1,310,{},Home
240,IKEA Furniture 1372,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,IKEA,453107,4.6,918,{},Home
241,Philips Laundry 5055,Reliable laundry offering great value for money.,Home>Laundry,Philips,45332,3.9,1969,{},Home
242,IKEA Kitchen Appliances 7868,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,IKEA,2471,3.8,256,{},Home
243,Daikin Kitchen Appliances 1797,Stylish and durable kitchen appliances perfect for everyday use.,Home>Kitchen Appliances,Daikin,3795,4.2,1155,{},Home
244,Samsung Gaming 3295,Premium gaming designed for comfort and style.,Electronics>Gaming,Samsung,55692,4.7,1548,{},Electronics
245,Bosch Cooling 6253,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Bosch,43777,5.0,1117,{},Home
246,Realme Audio 5508,High-quality audio with premium features and excellent performance.,Electronics>Audio,Realme,18998,4.3,146,{},Electronics
247,Tommy Hilfiger Jewelry 9592,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Tommy Hilfiger,314045,3.7,820,{},Fashion
248,Motorola Gaming 8758,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,Motorola,14854,4.8,345,{},Electronics
249,Ray-Ban Revolution,Reliable footwear offering great value for money.,Fashion>Footwear,Ray-Ban,15822,4.5,1938,"{""type"": ""Running Shoes"", ""material"": ""Canvas"", ""color"": ""White"", ""style"": ""Retro""}",Fashion
250,Adidas Accessories 9775,Stylish and durable accessories perfect for everyday use.,Fashion>Accessories,Adidas,2699,4.1,1288,{},Fashion
251,Godrej Interio Kitchen Appliances 4082,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Godrej Interio,20708,3.8,1907,{},Home
252,Nike Accessories 4470,Stylish and durable accessories perfect for everyday use.,Fashion>Accessories,Nike,4423,4.9,1474,{},Fashion
253,Philips Storage 7498,Stylish and durable storage perfect for everyday use.,Home>Storage,Philips,62101,4.1,1142,{},Home
254,Bajaj Cooling 5285,Advanced cooling with cutting-edge technology and modern design.,Home>Cooling,Bajaj,344320,3.6,1529,{},Home
255,Zara Accessories 7073,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Zara,123968,4.3,503,{},Fashion
256,IKEA Furniture 5272,Premium furniture designed for comfort and style.,Home>Furniture,IKEA,254765,3.7,725,{},Home
257,LG Audio 5026,Reliable audio offering great value for money.,Electronics>Audio,LG,58728,4.6,1050,{},Electronics
258,Daikin Storage 8550,Stylish and durable storage perfect for everyday use.,Home>Storage,Daikin,47185,3.7,1169,{},Home
259,Ray-Ban Hoodie,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Ray-Ban,3878,3.7,1341,"{""type"": ""Jacket"", ""material"": ""Cotton"", ""fit"": ""Regular"", ""color"": ""Black""}",Fashion
260,Xiaomi Galaxy 11,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Xiaomi,106213,3.5,1529,"{""display"": ""6.5-inch LCD"", ""processor"": ""Snapdragon 8 Gen 2"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""camera"": ""48MP Triple"", ""battery"": ""5089mAh""}",Electronics
261,H&M Bags 1280,Premium bags designed for comfort and style.,Fashion>Bags,H&M,193987,3.7,247,{},Fashion
262,Philips Furniture 4144,Premium furniture designed for comfort and style.,Home>Furniture,Philips,71457,3.9,862,{},Home
263,"Vivo 55"" Smart TV",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Vivo,14829,4.5,1786,{},Electronics
264,Samsung Cameras 2531,Reliable cameras offering great value for money.,Electronics>Cameras,Samsung,297745,4.3,164,{},Electronics
265,Prestige Kitchen Appliances 2354,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Prestige,438117,4.7,1208,{},Home
266,Samsung Wearables 4764,Stylish and durable wearables perfect for everyday use.,Electronics>Wearables,Samsung,242131,3.6,202,{},Electronics
267,Whirlpool Cooling 1539,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Whirlpool,27052,4.9,1252,{},Home
268,Vivo Gaming 2260,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Vivo,23479,3.9,1759,{},Electronics
269,Ray-Ban Jewelry 6435,Reliable jewelry offering great value for money.,Fashion>Jewelry,Ray-Ban,7569,4.3,758,{},Fashion
270,Vivo Nord 9,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Vivo,357217,3.8,1182,"{""display"": ""6.7-inch OLED"", ""processor"": ""Dimensity 7050"", ""ram"": ""8GB"", ""storage"": ""64GB"", ""camera"": ""64MP Quad"", ""battery"": ""5604mAh""}",Electronics
271,Puma Watches 7227,High-quality watches with premium features and excellent performance.,Fashion>Watches,Puma,57302,4.6,218,{},Fashion
272,Tommy Hilfiger Hoodie,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Tommy Hilfiger,542,4.9,960,"{""type"": ""Dress"", ""material"": ""Denim"", ""fit"": ""Loose"", ""color"": ""Black""}",Fashion
273,Adidas Accessories 3170,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Adidas,19122,4.2,1186,{},Fashion
274,Godrej Interio Laundry 1430,High-quality laundry with premium features and excellent performance.,Home>Laundry,Godrej Interio,97642,3.6,1274,{},Home
275,Nike Watches 5781,Reliable watches offering great value for money.,Fashion>Watches,Nike,144406,4.6,1195,{},Fashion
276,Motorola Wearables 3778,Reliable wearables offering great value for money.,Electronics>Wearables,Motorola,9549,3.9,599,{},Electronics
277,Adidas Shirt,Reliable apparel offering great value for money.,Fashion>Apparel,Adidas,3458,3.9,555,"{""type"": ""Jeans"", ""material"": ""Viscose"", ""fit"": ""Loose"", ""color"": ""Red""}",Fashion
278,Daikin Storage 4203,Reliable storage offering great value for money.,Home>Storage,Daikin,1609,4.0,1993,{},Home
279,Fastrack Accessories 7224,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Fastrack,275498,4.1,1736,{},Fashion
280,Prestige Lighting 5922,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Prestige,20696,4.0,865,{},Home
281,Calvin Klein Accessories 4971,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Calvin Klein,246958,4.7,854,{},Fashion
282,Fastrack Ultraboost,Premium footwear designed for comfort and style.,Fashion>Footwear,Fastrack,252741,4.7,191,"{""type"": ""Running Shoes"", ""material"": ""Mesh"", ""color"": ""Red"", ""style"": ""Sporty""}",Fashion
283,Calvin Klein Jewelry 3280,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Calvin Klein,13279,4.5,1514,{},Fashion
284,Adidas Watches 8357,Premium watches designed for comfort and style.,Fashion>Watches,Adidas,405263,4.1,1087,{},Fashion
285,Whirlpool Laundry 1602,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Whirlpool,1395,4.7,1396,{},Home
286,Prestige Cooling 1725,Premium cooling designed for comfort and style.,Home>Cooling,Prestige,494622,4.0,1680,{},Home
287,Nike Air Max,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Nike,342778,4.7,1255,"{""type"": ""Running Shoes"", ""material"": ""Leather"", ""color"": ""Red"", ""style"": ""Retro""}",Fashion
288,Prestige Lighting 6651,High-quality lighting with premium features and excellent performance.,Home>Lighting,Prestige,154813,3.9,1935,{},Home
289,Xiaomi Reno 12,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Xiaomi,267200,3.6,141,"{""display"": ""6.5-inch AMOLED"", ""processor"": ""Dimensity 7050"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""camera"": ""48MP Quad"", ""battery"": ""5478mAh""}",Electronics
290,IKEA Kitchen Appliances 6620,High-quality kitchen appliances with premium features and excellent performance.,Home>Kitchen Appliances,IKEA,12992,4.3,1180,{},Home
291,"Motorola 55"" 4K",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Motorola,430175,3.8,1361,{},Electronics
292,Blue Star Laundry 1478,Premium laundry designed for comfort and style.,Home>Laundry,Blue Star,19731,4.4,846,{},Home
293,OnePlus Cameras 4371,Advanced cameras with cutting-edge technology and modern design.,Electronics>Cameras,OnePlus,1333,4.7,1149,{},Electronics
294,"Oppo 43"" 4K",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Oppo,89157,4.3,1358,{},Electronics
295,Tommy Hilfiger Bags 7431,Premium bags designed for comfort and style.,Fashion>Bags,Tommy Hilfiger,3350,4.0,987,{},Fashion
296,Bajaj Furniture 2388,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Bajaj,40448,3.9,289,{},Home
297,"Xiaomi 65"" 4K",Reliable televisions offering great value for money.,Electronics>Televisions,Xiaomi,23835,4.1,430,{},Electronics
298,Ray-Ban Jewelry 3838,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Ray-Ban,21044,3.9,433,{},Fashion
299,Fastrack Watches 1878,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Fastrack,4469,3.7,1719,{},Fashion
300,Ray-Ban Bags 9109,Reliable bags offering great value for money.,Fashion>Bags,Ray-Ban,317910,4.6,959,{},Fashion
301,Adidas Jacket,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Adidas,22616,3.9,1648,"{""type"": ""Shirt"", ""material"": ""Denim"", ""fit"": ""Regular"", ""color"": ""Blue""}",Fashion
302,Calvin Klein Bags 9369,High-quality bags with premium features and excellent performance.,Fashion>Bags,Calvin Klein,2694,4.7,1736,{},Fashion
303,Nike Bags 8231,Premium bags designed for comfort and style.,Fashion>Bags,Nike,18931,3.7,1749,{},Fashion
304,Bajaj Furniture 1528,Reliable furniture offering great value for money.,Home>Furniture,Bajaj,70688,4.8,228,{},Home
305,Zara Ultraboost,Premium footwear designed for comfort and style.,Fashion>Footwear,Zara,11781,4.7,1217,"{""type"": ""Casual Shoes"", ""material"": ""Canvas"", ""color"": ""White"", ""style"": ""Sporty""}",Fashion
306,H&M Bags 9827,Stylish and durable bags perfect for everyday use.,Fashion>Bags,H&M,63356,3.9,597,{},Fashion
307,Godrej Interio Storage 3221,Reliable storage offering great value for money.,Home>Storage,Godrej Interio,2771,4.8,309,{},Home
308,Philips Furniture 3396,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,Philips,17868,4.2,1232,{},Home
309,Blue Star Cooling 7146,Reliable cooling offering great value for money.,Home>Cooling,Blue Star,1262,4.1,1585,{},Home
310,Levi's Jewelry 8449,Reliable jewelry offering great value for money.,Fashion>Jewelry,Levi's,25324,4.8,1784,{},Fashion
311,Daikin Kitchen Appliances 6869,High-quality kitchen appliances with premium features and excellent performance.,Home>Kitchen Appliances,Daikin,214205,5.0,1739,{},Home
312,Realme Audio 6289,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Realme,96737,4.4,1209,{},Electronics
313,Nike Accessories 1752,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Nike,108536,3.7,1806,{},Fashion
314,Nokia Audio 1011,Reliable audio offering great value for money.,Electronics>Audio,Nokia,9322,4.8,668,{},Electronics
315,Realme Gaming 2529,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Realme,35803,4.1,1900,{},Electronics
316,IKEA Furniture 7493,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,IKEA,19065,4.5,1491,{},Home
317,OnePlus G 9,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,OnePlus,3959,4.5,1028,"{""display"": ""6.7-inch AMOLED"", ""processor"": ""Dimensity 7050"", ""ram"": ""4GB"", ""storage"": ""64GB"", ""camera"": ""64MP Quad"", ""battery"": ""5673mAh""}",Electronics
318,Vivo XPS Pro,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,Vivo,7241,4.3,67,"{""display"": ""15.6-inch QHD"", ""processor"": ""Intel i9"", ""ram"": ""8GB"", ""storage"": ""512TB SSD"", ""graphics"": ""NVIDIA RTX 3050""}",Electronics
319,Prestige Storage 8210,Advanced storage with cutting-edge technology and modern design.,Home>Storage,Prestige,9960,4.9,1311,{},Home
320,Philips Laundry 2420,High-quality laundry with premium features and excellent performance.,Home>Laundry,Philips,9035,4.4,836,{},Home
321,Levi's Watches 3290,Stylish and durable watches perfect for everyday use.,Fashion>Watches,Levi's,36042,3.9,1280,{},Fashion
322,Bosch Storage 5668,High-quality storage with premium features and excellent performance.,Home>Storage,Bosch,51928,4.3,1093,{},Home
323,Vivo Cameras 5842,High-quality cameras with premium features and excellent performance.,Electronics>Cameras,Vivo,21216,4.1,543,{},Electronics
324,Fastrack Jewelry 2163,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Fastrack,3458,4.9,320,{},Fashion
325,Tommy Hilfiger Bags 6986,Premium bags designed for comfort and style.,Fashion>Bags,Tommy Hilfiger,20434,4.9,1627,{},Fashion
326,LG iPhone 8,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,LG,322075,4.6,218,"{""display"": ""6.1-inch AMOLED"", ""processor"": ""Snapdragon 8 Gen 2"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""camera"": ""64MP Dual"", ""battery"": ""5026mAh""}",Electronics
327,Whirlpool Lighting 3501,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Whirlpool,3038,3.6,1936,{},Home
328,Xiaomi Gaming 9788,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Xiaomi,407461,4.5,1759,{},Electronics
329,Godrej Interio Storage 6081,Reliable storage offering great value for money.,Home>Storage,Godrej Interio,6897,3.9,1943,{},Home
330,Calvin Klein Grand Court,Premium footwear designed for comfort and style.,Fashion>Footwear,Calvin Klein,1624,4.6,385,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""White"", ""style"": ""Casual""}",Fashion
331,Ray-Ban Accessories 9474,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Ray-Ban,17185,3.7,1649,{},Fashion
332,Adidas Jewelry 1480,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Adidas,242596,4.3,588,{},Fashion
333,Godrej Interio Lighting 9128,Reliable lighting offering great value for money.,Home>Lighting,Godrej Interio,32266,4.2,1210,{},Home
334,"Xiaomi 50"" LED",Premium televisions designed for comfort and style.,Electronics>Televisions,Xiaomi,2371,4.6,55,{},Electronics
335,Samsung Gaming 5006,High-quality gaming with premium features and excellent performance.,Electronics>Gaming,Samsung,290828,4.1,357,{},Electronics
336,Samsung Gaming 7870,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,Samsung,57540,4.1,1525,{},Electronics
337,Adidas Accessories 7108,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Adidas,1969,3.8,1106,{},Fashion
338,Apple Audio 8620,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Apple,67899,3.6,985,{},Electronics
339,"OnePlus 50"" Smart TV",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,OnePlus,20201,4.1,1060,{},Electronics
340,Motorola Cameras 5016,Stylish and durable cameras perfect for everyday use.,Electronics>Cameras,Motorola,3859,3.5,1159,{},Electronics
341,Nike Jewelry 6488,High-quality jewelry with premium features and excellent performance.,Fashion>Jewelry,Nike,486967,4.6,262,{},Fashion
342,OnePlus Wearables 7878,Reliable wearables offering great value for money.,Electronics>Wearables,OnePlus,1666,4.6,240,{},Electronics
343,Motorola ZenBook Gaming,Reliable laptops offering great value for money.,Electronics>Laptops,Motorola,1010,4.2,317,"{""display"": ""13.3-inch 4K"", ""processor"": ""Intel i5"", ""ram"": ""32GB"", ""storage"": ""256TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
344,"Realme 50"" 4K",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Realme,84343,3.9,202,{},Electronics
345,LG XPS Air,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,LG,52215,4.2,998,"{""display"": ""14-inch QHD"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""16GB"", ""storage"": ""512TB SSD"", ""graphics"": ""Integrated""}",Electronics
346,Adidas Ultraboost,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Adidas,2533,5.0,861,"{""type"": ""Sneakers"", ""material"": ""Leather"", ""color"": ""Blue"", ""style"": ""Sporty""}",Fashion
347,Bajaj Kitchen Appliances 5262,Stylish and durable kitchen appliances perfect for everyday use.,Home>Kitchen Appliances,Bajaj,3812,4.8,1188,{},Home
348,Philips Lighting 2551,Reliable lighting offering great value for money.,Home>Lighting,Philips,1645,3.7,176,{},Home
349,OnePlus ZenBook Gaming,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,OnePlus,8013,4.9,1748,"{""display"": ""15.6-inch FHD"", ""processor"": ""Intel i5"", ""ram"": ""8GB"", ""storage"": ""256TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
350,Nike Revolution,High-quality footwear with premium features and excellent performance.,Fashion>Footwear,Nike,3635,4.5,403,"{""type"": ""Running Shoes"", ""material"": ""Canvas"", ""color"": ""Red"", ""style"": ""Modern""}",Fashion
351,Puma Jeans,Advanced apparel with cutting-edge technology and modern design.,Fashion>Apparel,Puma,14670,4.2,1857,"{""type"": ""Dress"", ""material"": ""Polyester"", ""fit"": ""Regular"", ""color"": ""Green""}",Fashion
352,IKEA Laundry 2437,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,IKEA,171951,4.1,1366,{},Home
353,Whirlpool Furniture 1319,Reliable furniture offering great value for money.,Home>Furniture,Whirlpool,87873,4.3,1042,{},Home
354,Ray-Ban Bags 6269,Reliable bags offering great value for money.,Fashion>Bags,Ray-Ban,48568,3.5,1272,{},Fashion
355,Realme Galaxy 15,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Realme,94951,4.7,1928,"{""display"": ""6.5-inch OLED"", ""processor"": ""A17 Bionic"", ""ram"": ""6GB"", ""storage"": ""64GB"", ""camera"": ""48MP Dual"", ""battery"": ""4493mAh""}",Electronics
356,Philips Kitchen Appliances 7363,Advanced kitchen appliances with cutting-edge technology and modern design.,Home>Kitchen Appliances,Philips,10770,3.9,701,{},Home
357,Crompton Storage 1462,Advanced storage with cutting-edge technology and modern design.,Home>Storage,Crompton,23451,4.9,1763,{},Home
358,H&M Bags 3876,Reliable bags offering great value for money.,Fashion>Bags,H&M,1239,3.6,1282,{},Fashion
359,Motorola G 8,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Motorola,24222,4.6,340,"{""display"": ""6.7-inch AMOLED"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""camera"": ""50MP Triple"", ""battery"": ""4044mAh""}",Electronics
360,Motorola Gaming 6978,High-quality gaming with premium features and excellent performance.,Electronics>Gaming,Motorola,76851,4.4,739,{},Electronics
361,Puma Accessories 3580,Reliable accessories offering great value for money.,Fashion>Accessories,Puma,440357,4.0,1498,{},Fashion
